episode,episode_reward,episode_length
1,269.9732892513275,809
2,958.461203083396,2822
3,170.60126811265943,517
4,956.8582145422696,2822
5,346.5978699028492,1059
6,129.88223478198051,379
7,272.8588491678238,808
