episode,timestep,episode_reward,episode_length,rolling_median_20,rolling_median_100,rolling_mean_20,rolling_mean_100
90,19312,153.76027953624725,444,45.93940421938896,153.76027953624725,104.50986981615424,153.76027953624725
91,20303,354.74299043416977,991,45.93940421938896,354.74299043416977,109.45608380660414,354.74299043416977
92,20313,2.663043826818466,10,44.688798785209656,2.663043826818466,102.78455637022851,2.663043826818466
93,20435,44.18522962927818,122,44.86879865825176,44.18522962927818,102.8457789517939,44.18522962927818
94,20591,58.30267411470413,156,45.93940421938896,58.30267411470413,103.62930302247403,58.30267411470413
95,20724,49.94972744584084,133,46.501855835318565,49.94972744584084,104.04717239513994,49.94972744584084
96,20846,43.570053070783615,122,46.501855835318565,43.570053070783615,104.22963209077716,43.570053070783615
97,20895,17.05345830321312,49,46.501855835318565,17.05345830321312,103.052703153342,17.05345830321312
98,20908,3.744949907064438,13,46.501855835318565,3.744949907064438,101.04868915453554,3.744949907064438
99,21034,46.3992263674736,126,46.53824864327908,46.3992263674736,101.36758320555091,46.3992263674736
100,21159,46.96483790874481,125,46.53824864327908,44.19088746607304,101.12758740410209,73.60630995973945
101,21169,2.4434018433094025,10,46.53824864327908,44.19088746607304,99.13958139047028,73.62904524192214
102,21173,0.6026361286640167,4,46.53824864327908,44.19088746607304,96.8920948125422,73.64007160320878
103,21424,95.68286237120628,251,46.53824864327908,44.51840901374817,98.87840672656894,74.59307797268033
104,21430,1.2841529548168182,6,46.36283355951309,44.51840901374817,96.60875082835555,74.19605677887797
105,22370,320.67471328377724,940,46.68203213810921,44.51840901374817,110.3261644549668,76.57746716216207
106,22465,34.71466153860092,95,45.29222799837589,44.19088746607304,95.11429313868284,76.09195170298219
107,22590,46.20261973142624,125,45.19392468035221,44.51840901374817,89.73042074292898,76.37208889648318
108,22957,136.486325442791,367,46.30092304944992,45.01091760396957,96.55422689914704,77.73611815944314
109,23078,41.28603968024254,121,45.19392468035221,45.01091760396957,75.03569417595864,77.91477872654795
110,23204,44.53599146008492,126,44.36061054468155,44.68813209235668,69.57447977215051,77.88173009648919
111,23336,45.7477148771286,132,44.36061054468155,45.01091760396957,54.124715994298455,78.34420724526048
112,23702,131.05017125606537,366,45.14185316860676,45.36696508526802,60.544072365760805,79.65970895782112
113,23763,21.102683186531067,61,45.14185316860676,45.36696508526802,59.38994504362345,79.68038598015904
114,23808,14.413139820098875,45,44.053022265434265,45.01091760396957,57.19546832889319,79.31193824395537
115,23842,11.447395145893095,34,42.42804637551308,45.01091760396957,55.2703517138958,79.42242415443063
116,23988,53.31532475352287,146,42.91101557016373,45.36696508526802,55.75761529803276,79.53768790498376
117,24127,53.56488847732544,139,45.14185316860676,45.65004128217697,57.583186806738375,80.0634655494988
118,24239,40.931215316057205,112,45.14185316860676,45.36696508526802,59.442500077188015,80.00625843599438
119,24445,74.91790825128555,206,45.14185316860676,45.65004128217697,60.86843417137861,80.74277844831347
120,24840,148.7232399880886,395,45.14185316860676,45.97516730427742,65.9563542753458,82.23501084819436
121,25116,100.13986748456956,276,45.97516730427742,46.26453024148941,70.84117755740881,83.23797258481383
122,25508,145.49268901348114,392,49.75897224247456,46.36283355951309,78.08568020164967,84.68832291677595
123,25555,16.449794203042984,47,45.97516730427742,46.36283355951309,74.1240267932415,84.63220457389951
124,25936,131.7050907611847,381,49.75897224247456,46.53824864327908,80.6450736835599,85.93010831698776
125,26343,145.67509615421295,407,49.75897224247456,46.53824864327908,71.89509282708168,86.89423849388957
126,26561,81.4718756377697,218,53.44010661542416,46.82105441391468,74.23295353204011,87.46299892798066
127,26932,137.526995241642,371,64.2413983643055,47.86381524801254,78.7991723075509,88.38986615315079
128,29461,876.2695191949606,2529,64.2413983643055,49.35626001656056,115.78833199515938,96.85613188624382
129,30844,454.118726849556,1383,78.19489194452763,50.416464030742645,136.42996635362505,101.37006177216767
130,31063,79.59197694063187,219,80.53192628920078,50.416464030742645,138.1827656276524,100.86641513466834
131,31404,124.38439723849297,341,90.80587156116962,51.03625868260861,142.11459974572062,101.94399202793836
132,31622,81.96497765183449,218,81.7184266448021,51.03625868260861,139.66034006550908,102.135798420012
133,32116,179.05766880512238,494,91.05242256820202,51.03625868260861,147.55808934643863,102.4599181947112
134,32347,86.1367637515068,231,93.13831561803818,51.03625868260861,151.14427054300904,101.9895925527811
135,32864,179.04674807190895,517,112.26213236153126,51.03625868260861,159.52423818930984,101.99183411031962
136,33672,276.24816681444645,808,128.04474399983883,51.03625868260861,170.670880292356,103.59714185550808
137,34365,229.4533259421587,693,134.61604300141337,51.477035343647,179.46530216559768,105.89130476504565
138,34671,112.97566792368887,306,134.61604300141337,52.54003934562206,183.06752479597927,106.85645016938447
139,35043,132.99788296222687,372,135.26243910193443,53.36491179466248,185.97152353152632,107.86799670368433
140,35102,20.1748149394989,59,132.35148686170578,53.36491179466248,179.54410227909685,107.96305814564228
141,35907,273.07366985082626,805,135.26243910193443,53.48969365656376,188.19079239740967,110.39319860875608
142,36522,228.8999794125557,615,135.26243910193443,53.48969365656376,192.36115691736345,111.99209557145834
143,39332,951.0480338484048,2810,141.60104569792747,53.69814132153988,239.0910688996315,121.16705667451023
144,40135,272.41007831692696,803,162.36092211306095,54.89400912821293,246.12631827741865,123.8931752885878
145,41223,356.31964303553104,1088,179.05220843851566,57.12964910268784,256.6585456214845,127.0992936399579
146,42249,341.2621269375086,1026,203.97882410883904,59.14969150722027,269.6480581864715,130.45203252241015
147,48740,2220.239862009883,6491,229.1766526773572,59.14969150722027,373.7837015248835,150.05613268703223
148,49163,150.18717861175537,423,203.97882410883904,59.14969150722027,337.47958449572326,148.7729513670504
149,49684,173.20980778336525,521,179.05220843851566,60.33042109012604,323.43413854241373,149.97090445652603
150,50487,270.45842999219894,803,203.97882410883904,66.19306810200214,332.9774611949921,152.06884742364286
151,51219,243.57493126392365,732,229.1766526773572,66.19306810200214,338.9369878962636,153.04456802979112
152,51925,235.049582272768,706,232.25145410746336,66.19306810200214,346.5912181273103,149.77414719447495
153,52858,309.1918234080076,933,239.31225676834583,66.19306810200214,353.0979258574545,150.62980539023877
154,53569,233.2009343057871,711,239.31225676834583,66.19306810200214,360.4511343851685,148.74488195970653
155,54079,171.13309666514397,510,239.31225676834583,66.19306810200214,360.0554518148303,149.68686194822192
156,54126,16.433454990386963,47,234.12525828927755,59.14969150722027,347.06471622362733,149.1273022250831
157,54500,130.28354755043983,374,234.12525828927755,67.45730857551098,342.1062273040414,149.92130569443106
158,55012,171.96212807297707,512,234.12525828927755,77.25494259595871,345.0555503115058,151.15329904928802
159,55041,8.349082589149475,29,234.12525828927755,77.25494259595871,338.82311029285194,150.82649691179395
160,55188,55.39756324887276,147,234.12525828927755,67.45730857551098,340.5842477083206,150.0404462632537
161,55559,138.66023755073547,371,231.0504568591714,77.25494259595871,333.86357609331606,150.98508318573238
162,55763,73.40682330727577,204,203.20537104457617,77.25494259595871,326.08891828805207,151.72415141880512
163,57071,440.8766106069088,1308,203.20537104457617,80.53192628920078,300.58034712597726,155.6811019000411
164,57238,60.28186517953873,167,172.58596792817116,80.53192628920078,289.97393646910785,156.27890315681697
165,58047,280.5308199673891,809,172.58596792817116,81.7184266448021,286.1844953157008,158.54589741483332
166,58413,127.68084987998007,366,171.54761236906052,84.05087070167065,275.50543146282433,159.22273882463574
167,60808,794.7126132845879,2395,171.54761236906052,84.05087070167065,204.2290690265596,165.9687079678476
168,61321,173.596264898777,513,172.58596792817116,90.90981306135654,205.39952334091063,167.70967061683535
169,61694,127.42312252521516,373,171.54761236906052,97.91136492788792,203.1101890780032,168.4720086745918
170,62123,155.21295043826103,429,163.1730235517025,97.91136492788792,197.34791510030627,168.5184983022511
171,62643,179.74596786499023,520,163.1730235517025,97.91136492788792,194.1564669303596,167.75777087464928
172,63886,401.5241134911776,1243,163.1730235517025,97.91136492788792,202.4801934912801,170.41207608401774
173,64695,273.0146361589432,809,163.1730235517025,106.55776770412922,200.67133412882689,172.71261466562748
174,65211,166.04896634817123,516,160.63095839321613,118.68003258109091,197.3137357309461,173.94678240209817
175,66581,463.6597188860178,1370,160.63095839321613,125.90375988185406,211.94006684198976,178.16745619103312
176,67679,373.9512799233198,1098,169.00554721057415,127.55198620259762,229.8159580886364,181.50776039868595
177,68198,171.37604689598083,519,171.66908748447895,128.98219871520996,231.87058305591344,182.81560049712655
178,69001,265.0105915367604,803,172.48615589737892,130.6668594032526,236.5230062291026,185.02745411366223
179,72261,1091.9773178696632,3260,176.67111638188362,131.37763100862503,290.7044179931283,195.5470138388872
180,72777,176.36115556955338,516,178.0535617172718,132.35148686170578,296.7525976091623,196.79297785520555
181,76170,1161.3846040070057,3393,222.37827970087528,134.74210420250893,347.88881593197584,207.98478867411612
182,78133,631.9380552470684,1963,269.0126138478517,137.0066603422165,375.8153775289655,213.84864554971455
183,78513,127.69842591881752,380,222.37827970087528,137.0066603422165,360.1564682945609,214.56606356799605
184,79031,178.29605880379677,518,222.37827970087528,138.09361639618874,366.0571779757738,215.8822514468432
185,79546,173.9309747517109,515,179.0210133343935,142.0764632821083,360.7271857149899,217.15829678684477
186,80806,421.4602814912796,1260,222.37827970087528,142.0764632821083,375.41615729555485,217.98337872311475
187,83335,847.0887038558722,2529,222.37827970087528,142.0764632821083,378.0349618241191,224.9154650852084
188,84143,272.3774783909321,808,268.6940349638462,145.58389258384705,382.97402249872687,227.63913784593345
189,85522,445.9085276424885,1379,272.69605727493763,145.58389258384705,398.8982927545905,227.3816561809182
190,86043,172.98552507162094,521,272.69605727493763,145.58389258384705,399.7869214862585,227.573908636272
191,87128,351.7675310820341,1085,312.39108362048864,145.58389258384705,408.3879996471107,227.5441540427506
192,89656,864.3182625770569,2528,312.39108362048864,147.19916807115078,431.52770710140464,236.16070623025297
193,91325,549.9835357069969,1669,362.85940550267696,149.455209299922,445.37615207880737,241.21868929103016
194,91843,174.35512253642082,518,362.85940550267696,152.7000645250082,445.79145988821983,242.3792137752473
195,94663,990.0347889661788,2820,362.85940550267696,160.63095839321613,472.1102133922279,251.78006439045072
196,95764,369.4134760648012,1101,360.59050357341766,168.5910315066576,471.883323199302,255.0384986203909
197,96857,351.41374307870865,1093,360.59050357341766,171.2545717805624,480.8852080084383,258.38210146814583
198,99585,914.5317197442056,2728,395.4368787780404,171.66908748447895,513.3612644188106,267.48996916651726
