episode,timestep,total_reward,original_reward,shaped_component,episode_length,rolling_median_20,rolling_median_100,rolling_mean_20,rolling_mean_100
55,3438,43.90467715263367,41.45467656850815,2.4499999999999997,124,0.8335257321596146,41.45467656850815,16.847223514318465,41.45467656850815
56,3443,1.0473886132240295,0.7973885536193848,0.25,5,0.6074436157941818,0.7973885536193848,14.681956031918526,0.7973885536193848
57,3531,31.76437401771545,29.31437343358993,2.4499999999999997,88,1.0234706699848175,29.31437343358993,16.145780286192895,29.31437343358993
58,3639,39.23185682296753,36.78185623884201,2.4499999999999997,108,1.0234706699848175,36.78185623884201,16.08357093036175,36.78185623884201
59,3641,-0.0593840479850769,-0.1593840718269348,0.1,2,0.6074436157941818,-0.1593840718269348,13.991741360723973,-0.1593840718269348
60,3748,41.5326030254364,39.08260244131088,2.4499999999999997,107,1.0234706699848175,39.08260244131088,15.953715887665748,39.08260244131088
61,3857,39.65839064121246,37.20839005708695,2.4499999999999997,109,1.2305088490247726,37.20839005708695,17.751657751202583,37.20839005708695
62,3859,-0.0920727550983429,-0.1920727789402008,0.1,2,1.2305088490247726,-0.1920727789402008,17.767054112255572,-0.1920727789402008
63,3866,1.6772862076759338,1.3272861242294312,0.35,7,1.4954576343297958,1.3272861242294312,17.858418418467046,1.3272861242294312
64,3875,2.4429871439933777,1.992987036705017,0.4499999999999999,9,1.4954576343297958,1.992987036705017,15.545782732963564,1.992987036705017
65,3983,37.877325773239136,35.42732518911362,2.4499999999999997,108,1.8283080905675888,35.42732518911362,17.342148992419244,35.42732518911362
66,4102,46.24767369031906,43.79767310619354,2.4499999999999997,119,13.741677463054655,43.79767310619354,19.55703264772892,43.79767310619354
67,4103,-0.449999988079071,-0.5,0.05,1,1.8283080905675888,-0.5,18.257514253258705,-0.5
68,4104,-0.449999988079071,-0.5,0.05,1,1.4954576343297958,-0.5,15.506406624615192,-0.5
69,4107,0.2211622595787048,0.0711622238159179,0.15,3,1.4954576343297958,0.0711622238159179,15.534964735805987,0.0711622238159179
70,4224,42.468429267406464,40.01842868328095,2.4499999999999997,117,1.8283080905675888,40.01842868328095,17.515011236071587,40.01842868328095
71,4225,-0.449999988079071,-0.5,0.05,1,1.660136580467224,-0.5,17.406829778850078,-0.5
72,4229,0.5363447070121765,0.3363446593284607,0.2,4,1.660136580467224,0.3363446593284607,17.42024906873703,0.3363446593284607
73,4341,40.48653128743172,38.0365307033062,2.4499999999999997,112,1.660136580467224,38.0365307033062,17.164778408408164,38.0365307033062
74,4460,42.556605845689774,40.106605261564255,2.4499999999999997,119,15.653680235147476,40.106605261564255,19.195108671486377,40.106605261564255
75,4586,45.85563498735428,43.40563440322876,2.4499999999999997,126,15.653680235147476,43.40563440322876,19.29265656322241,43.40563440322876
76,4710,44.64049023389816,42.19048964977264,2.4499999999999997,124,32.370849311351776,42.19048964977264,21.36231161803007,42.19048964977264
77,4853,51.34435477852821,48.894354194402695,2.4499999999999997,143,36.10459071397781,48.894354194402695,22.34131065607071,48.894354194402695
78,4968,42.0707503259182,39.62074974179268,2.4499999999999997,115,36.31785762310028,39.62074974179268,22.48325533121824,39.62074974179268
79,4973,0.9353377521038057,0.6853376924991608,0.25,5,36.31785762310028,0.6853376924991608,22.525491419434548,0.6853376924991608
80,4974,-0.449999988079071,-0.5,0.05,1,18.71015611290932,-0.5,20.546361297369003,-0.5
81,5103,46.04119324684143,43.59119266271591,2.4499999999999997,129,18.71015611290932,43.59119266271591,20.86550142765045,43.59119266271591
82,5203,36.96154111623764,34.51154053211212,2.4499999999999997,100,34.96943286061287,34.51154053211212,22.60068209320307,34.51154053211212
83,5298,37.09664389491081,34.646643310785294,2.4499999999999997,95,35.036984249949455,34.646643310785294,24.266649952530862,34.646643310785294
84,5382,29.686538338661197,27.236537754535675,2.4499999999999997,84,35.036984249949455,27.236537754535675,25.528827488422397,27.236537754535675
85,5391,2.425602465867996,1.975602358579636,0.4499999999999999,9,34.57909192144871,1.975602358579636,23.856241346895693,1.975602358579636
86,5408,5.541602551937103,4.691602349281311,0.8500000000000002,17,30.8740391433239,4.691602349281311,21.900937809050085,4.691602349281311
87,5416,1.8999654948711395,1.499965399503708,0.3999999999999999,8,30.8740391433239,1.499965399503708,22.00093607902527,1.499965399503708
88,5419,0.1572889685630798,0.0072889328002929,0.15,3,30.8740391433239,0.0072889328002929,22.026300525665285,0.0072889328002929
89,5539,44.47102344036102,42.021022856235504,2.4499999999999997,120,34.57909192144871,42.021022856235504,24.123793557286263,42.021022856235504
90,5671,49.08331227302551,46.6333116889,2.4499999999999997,132,34.57909192144871,46.6333116889,24.454537707567216,46.6333116889
91,5780,39.2456471323967,36.79564654827118,2.4499999999999997,109,35.72114492952824,36.79564654827118,26.319320034980773,36.79564654827118
92,5783,0.2772833704948425,0.1272833347320556,0.15,3,35.72114492952824,0.1272833347320556,26.308866968750955,0.1272833347320556
93,5786,0.229596346616745,0.0795963108539581,0.15,3,34.57909192144871,0.0795963108539581,24.41102024912834,0.0795963108539581
94,5859,26.788422226905823,24.338421642780304,2.4499999999999997,73,30.8740391433239,24.338421642780304,23.622611068189144,24.338421642780304
95,5868,2.577417552471161,2.1274174451828003,0.4499999999999999,9,25.78747969865799,2.1274174451828003,21.558700220286845,2.1274174451828003
96,5992,44.81022429466248,42.36022371053696,2.4499999999999997,124,25.78747969865799,42.36022371053696,21.56718692332506,42.36022371053696
97,5995,0.3710841536521911,0.2210841178894043,0.15,3,14.515011996030807,0.2210841178894043,19.1335234194994,0.2210841178894043
98,5996,-0.449999988079071,-0.5,0.05,1,3.409509897232056,-0.5,17.127485932409762,-0.5
99,6137,51.65945214033127,49.20945155620575,2.4499999999999997,141,14.515011996030807,49.20945155620575,19.553691625595093,49.20945155620575
100,6262,47.43779560923576,44.987795025110245,2.4499999999999997,125,25.78747969865799,24.9143947660923,21.828081376850605,21.129257158339023
101,6263,-0.449999988079071,-0.5,0.05,1,14.515011996030807,24.9143947660923,19.62352174371481,21.122558422088623
102,6264,-0.449999988079071,-0.5,0.05,1,3.409509897232056,24.9143947660923,17.872944717109203,21.122558422088623
103,6267,0.2287107408046722,0.0787107050418853,0.15,3,2.051509901881218,24.9143947660923,16.144548086822034,21.11952325433493
104,6270,0.3517784476280212,0.2017784118652343,0.15,3,1.7377838790416718,14.515011996030807,14.792810119688513,20.567578713595868
105,6400,47.24199920892716,44.79199862480164,2.4499999999999997,130,1.813691422343254,24.9143947660923,16.93362993299961,21.01214773118496
106,6401,-0.449999988079071,-0.5,0.05,1,0.8605247586965561,14.515011996030807,16.674049815535547,20.57523585408926
107,6524,44.872076869010925,42.42207628488541,2.4499999999999997,123,1.1742507815361023,24.9143947660923,18.72015535980463,20.99603536784649
108,6639,42.44254910945892,39.992548525333405,2.4499999999999997,115,13.232919543981552,24.9143947660923,20.71941833943129,21.04452535569668
109,6774,47.098727732896805,44.648727148771286,2.4499999999999997,135,13.232919543981552,24.9143947660923,20.850803554058075,21.169513776302335
110,6899,44.1224260032177,41.67242541909218,2.4499999999999997,125,13.232919543981552,26.363452821969982,20.60275924056769,21.582454372048375
111,7041,50.33211377263069,47.88211318850517,2.4499999999999997,142,13.232919543981552,28.275455594062805,21.157082572579384,22.06627550393343
