episode,timestep,episode_reward,episode_length,rolling_median_20,rolling_median_100,rolling_mean_20,rolling_mean_100
68,4104,-0.5,1,1.4944125264883041,-0.5,15.499067257344723,-0.5
69,4107,0.0711822509765625,3,1.4944125264883041,0.0711822509765625,15.52762636989355,0.0711822509765625
70,4224,40.04224893450737,117,1.827437862753868,40.04224893450737,17.50886180996895,40.04224893450737
71,4225,-0.5,1,1.6580156981945038,-0.5,17.400670075416564,-0.5
72,4229,0.33638137578964233,4,1.6580156981945038,0.33638137578964233,17.41409020125866,0.33638137578964233
73,4341,38.04272794723511,112,1.6580156981945038,38.04272794723511,17.156563068926335,38.04272794723511
74,4460,40.15047961473465,119,15.660272061824799,40.15047961473465,19.189087049663065,40.15047961473465
75,4586,43.418666422367096,126,15.660272061824799,43.418666422367096,19.28496826440096,43.418666422367096
76,4710,42.207000970840454,124,33.06490629911423,42.207000970840454,21.355664105713366,42.207000970840454
77,4853,48.923362255096436,143,37.01639664173126,48.923362255096436,22.33535706400871,48.923362255096436
78,4968,39.646910935640335,115,37.63760586082935,39.646910935640335,22.477687135338783,39.646910935640335
79,4973,0.6807127594947815,5,37.63760586082935,0.6807127594947815,22.51969148516655,0.6807127594947815
80,4974,-0.5,1,19.611762404441833,-0.5,20.539826925098897,-0.5
81,5103,43.6200110912323,129,20.016884490847588,43.6200110912323,20.85920329093933,43.6200110912323
82,5210,36.871312975883484,107,37.457020461559296,36.871312975883484,22.712372006475924,36.871312975883484
83,5305,34.754635006189346,95,37.457020461559296,34.754635006189346,24.383854238688947,34.754635006189346
84,5311,0.9797160625457764,6,37.457020461559296,0.9797160625457764,24.333287990093233,0.9797160625457764
85,5316,0.6620972752571106,5,35.812973991036415,0.6620972752571106,22.424563969671727,0.6620972752571106
86,5339,6.462161183357239,23,20.608398094773293,6.462161183357239,20.743480353057386,6.462161183357239
87,5345,0.9108283519744873,6,20.608398094773293,0.9108283519744873,20.814021770656108,0.9108283519744873
88,5348,0.005625545978546143,3,20.608398094773293,0.005625545978546143,20.839303047955035,0.005625545978546143
89,5478,46.115924060344696,130,35.812973991036415,46.115924060344696,23.141540138423444,46.115924060344696
90,5597,41.95384579896927,119,35.812973991036415,41.95384579896927,23.237119981646536,41.95384579896927
91,5601,0.3711254596710205,4,35.812973991036415,0.3711254596710205,23.280676254630087,0.3711254596710205
92,5602,-0.5,1,35.812973991036415,-0.5,23.238857185840608,-0.5
93,5608,0.9633883535861969,6,20.608398094773293,0.9633883535861969,21.38489020615816,0.9633883535861969
94,5699,30.83130905032158,91,18.64673511683941,30.83130905032158,20.918931677937508,30.83130905032158
95,5701,-0.1572243571281433,2,3.7209386229515076,-0.1572243571281433,18.740137138962744,-0.1572243571281433
96,5821,40.65270999073982,120,3.7209386229515076,40.65270999073982,18.662422589957714,40.65270999073982
97,5827,1.1629145741462708,6,1.0713153183460236,1.1629145741462708,16.274400205910204,1.1629145741462708
98,5831,0.5127028524875641,4,0.9715522080659866,0.5127028524875641,14.317689801752568,0.5127028524875641
99,5938,37.62940675020218,107,1.0713153183460236,37.62940675020218,16.165124501287938,37.62940675020218
100,6054,41.82410550117493,116,3.8125378787517548,4.226601108908653,18.281329776346684,20.42310639590025
101,6055,-0.5,1,1.0713153183460236,4.226601108908653,16.07532922178507,20.41640765964985
102,6056,-0.5,1,0.9715522080659866,4.226601108908653,14.206763572990894,20.41640765964985
103,6172,41.80426973104477,116,0.9715522080659866,15.979747340083122,14.559245309233665,20.83062808215618
104,6173,-0.5,1,0.9371083527803421,4.226601108908653,14.485259506106377,20.271665757298468
105,6294,42.0199710726738,121,1.0631514638662338,15.979747340083122,16.55315319597721,20.688514499366285
106,6299,0.8392022848129272,5,0.9371083527803421,4.226601108908653,16.272005251049997,20.264994645118712
107,6419,42.24429774284363,120,1.0631514638662338,15.979747340083122,18.338678720593453,20.684016373455524
108,6528,38.02134448289871,109,15.997111812233925,15.979747340083122,20.23946466743946,20.71279432088137
109,6646,39.171678990125656,118,15.997111812233925,15.979747340083122,19.89225241392851,20.78301225990057
110,6774,43.64231178164482,128,15.997111812233925,27.413418292999268,19.976675713062285,21.215651719272138
111,6899,41.73543247580528,125,34.23035790026188,30.080406069755554,22.044891063869,21.63800604403019
