episode,timestep,total_reward,original_reward,shaped_component,episode_length,rolling_median_20,rolling_median_100,rolling_mean_20,rolling_mean_100
1,3,0.3198736608028412,0.1698736250400543,0.15,3,0.1698736250400543,0.1698736250400543,0.1698736250400543,0.1698736250400543
2,4,-0.449999988079071,-0.5,0.05,1,-0.5,-0.5,-0.5,-0.5
3,8,0.5822204053401947,0.3822203576564789,0.2,4,0.3822203576564789,0.3822203576564789,0.3822203576564789,0.3822203576564789
4,326,118.05819395184515,115.60819336771964,2.4499999999999997,318,115.60819336771964,115.60819336771964,115.60819336771964,115.60819336771964
5,750,148.72580954432487,146.27580896019936,2.4499999999999997,424,146.27580896019936,146.27580896019936,146.27580896019936,146.27580896019936
6,872,45.68451380729675,43.234513223171234,2.4499999999999997,122,43.234513223171234,43.234513223171234,43.234513223171234,43.234513223171234
7,943,26.83439213037491,24.38439154624939,2.4499999999999997,71,24.38439154624939,24.38439154624939,24.38439154624939,24.38439154624939
8,1037,35.981100648641586,33.53110006451607,2.4499999999999997,94,33.53110006451607,33.53110006451607,33.53110006451607,33.53110006451607
9,1149,40.1357296705246,37.68572908639908,2.4499999999999997,112,37.68572908639908,37.68572908639908,37.68572908639908,37.68572908639908
10,1517,131.34842175245285,128.89842116832733,2.4499999999999997,368,128.89842116832733,128.89842116832733,128.89842116832733,128.89842116832733
11,1518,-0.449999988079071,-0.5,0.05,1,-0.5,-0.5,-0.5,-0.5
12,1523,0.963179647922516,0.7131795883178711,0.25,5,0.7131795883178711,0.7131795883178711,0.7131795883178711,0.7131795883178711
13,1580,21.707276552915573,19.25727596879005,2.4499999999999997,57,19.25727596879005,19.25727596879005,19.25727596879005,19.25727596879005
14,1703,46.01182234287262,43.5618217587471,2.4499999999999997,123,43.5618217587471,43.5618217587471,43.5618217587471,43.5618217587471
15,1839,50.14177829027176,47.69177770614624,2.4499999999999997,136,47.69177770614624,47.69177770614624,47.69177770614624,47.69177770614624
16,2936,357.2799503952265,354.82994981110096,2.4499999999999997,1097,354.82994981110096,354.82994981110096,354.82994981110096,354.82994981110096
17,3439,178.06055587530136,175.61055529117584,2.4499999999999997,503,175.61055529117584,175.61055529117584,175.61055529117584,175.61055529117584
18,3577,53.86744639277458,51.41744580864906,2.4499999999999997,138,51.41744580864906,51.41744580864906,51.41744580864906,51.41744580864906
19,3958,137.12093889713287,134.67093831300735,2.4499999999999997,381,134.67093831300735,134.67093831300735,134.67093831300735,134.67093831300735
20,4078,46.601063549518585,44.151062965393066,2.4499999999999997,120,43.39816749095917,44.151062965393066,70.05371293053031,44.151062965393066
21,4152,30.83471381664276,28.38471323251724,2.4499999999999997,74,43.39816749095917,28.38471323251724,71.46445491090417,28.38471323251724
22,4267,45.35894161462784,42.90894103050232,2.4499999999999997,115,43.39816749095917,42.90894103050232,73.63490196242928,42.90894103050232
23,5577,441.080782532692,438.6307819485664,2.4499999999999997,1310,43.85644236207008,438.6307819485664,95.5473300419748,438.6307819485664
24,5729,51.41065043210983,48.96064984798432,2.4499999999999997,152,43.85644236207008,48.96064984798432,92.214952865988,48.96064984798432
25,6104,115.43881663680077,112.98881605267523,2.4499999999999997,375,43.85644236207008,112.98881605267523,90.5506032206118,112.98881605267523
26,6266,53.318322509527206,50.86832192540169,2.4499999999999997,162,45.92142033576965,50.86832192540169,90.93229365572331,50.86832192540169
27,6498,73.87155872583389,71.42155814170837,2.4499999999999997,232,48.32621377706528,71.42155814170837,93.28415198549628,71.42155814170837
28,6631,45.19658806920052,42.746587485075,2.4499999999999997,133,48.32621377706528,42.746587485075,93.74492635652425,42.746587485075
29,7127,153.59453561902046,151.14453503489494,2.4499999999999997,496,49.914485886693,151.14453503489494,99.41786665394902,151.14453503489494
30,7504,121.64425763487816,119.19425705075264,2.4499999999999997,377,49.914485886693,119.19425705075264,98.93265844807028,119.19425705075264
31,7644,48.37287423014641,45.92287364602089,2.4499999999999997,140,49.914485886693,45.92287364602089,101.25380213037133,45.92287364602089
32,8152,156.01621688902378,153.56621630489826,2.4499999999999997,508,51.142883867025375,153.56621630489826,108.89645396620035,153.56621630489826
33,8528,116.29081243276596,113.84081184864044,2.4499999999999997,376,61.41950197517872,113.84081184864044,113.62563076019288,113.84081184864044
34,8905,127.99233976006508,125.54233917593956,2.4499999999999997,377,92.2051870971918,125.54233917593956,117.7246566310525,125.54233917593956
35,9070,54.99206402897835,52.54206344485283,2.4499999999999997,165,92.2051870971918,52.54206344485283,117.96717091798784,52.54206344485283
36,9221,55.59863460063934,53.148634016513824,2.4499999999999997,151,62.2850960791111,53.148634016513824,102.88310512825846,53.148634016513824
37,9224,0.1897267401218414,0.0397267043590545,0.15,3,52.84534873068333,0.0397267043590545,94.10456369891764,0.0397267043590545
38,9363,50.85614150762558,48.40614092350006,2.4499999999999997,139,52.84534873068333,48.40614092350006,93.95399845466018,48.40614092350006
39,9497,51.19463741779328,48.74463683366776,2.4499999999999997,134,51.70519268512726,48.74463683366776,89.6576833806932,48.74463683366776
40,9499,-0.1062420606613159,-0.2062420845031738,0.1,2,51.70519268512726,-0.2062420845031738,87.43981812819838,-0.2062420845031738
41,9644,51.53818640112877,49.08818581700325,2.4499999999999997,145,51.70519268512726,49.08818581700325,88.47499175742269,49.08818581700325
42,9659,5.233892321586609,4.483892142772675,0.7500000000000001,15,51.70519268512726,4.483892142772675,86.5537393130362,4.483892142772675
43,9667,2.234063744544983,1.8340636491775515,0.3999999999999999,8,49.97825387120247,1.8340636491775515,64.71390339806676,1.8340636491775515
